variable;variable_id;job_number;year
start_year;T3365002;2;2008
start_month;T3365101;3;2008
start_year;T3365102;3;2008
start_month;T3365201;4;2008
start_year;T3365202;4;2008
start_month;T3365301;5;2008
start_year;T3365302;5;2008
start_month;T3365401;6;2008
start_year;T3365402;6;2008
start_month;T3365501;7;2008
start_year;T3365502;7;2008
start_month;T3365601;8;2008
start_year;T3365602;8;2008
employer_id;T3394500;1;2008
employer_id;T3394600;2;2008
employer_id;T3394700;3;2008
employer_id;T3394800;4;2008
employer_id;T3394900;5;2008
employer_id;T3395000;6;2008
employer_id;T3395100;7;2008
employer_id;T3395200;8;2008
age;T3601500;;2009
hourly_pay;T3608100;1;2009
hourly_pay;T3608200;2;2009
hourly_pay;T3608300;3;2009
hourly_pay;T3608400;4;2009
hourly_pay;T3608500;5;2009
hourly_pay;T3608600;6;2009
hourly_pay;T3608700;7;2009
hourly_pay;T3608800;8;2009
hourly_pay;T3608900;9;2009
hours_worked;T3609000;1;2009
hours_worked;T3609100;2;2009
hours_worked;T3609200;3;2009
hours_worked;T3609300;4;2009
hours_worked;T3609400;5;2009
hours_worked;T3609500;6;2009
hours_worked;T3609600;7;2009
hours_worked;T3609700;8;2009
hours_worked;T3609800;9;2009
industry;T3945500;1;2009
industry;T3945600;2;2009
industry;T3945700;3;2009
industry;T3945800;4;2009
industry;T3945900;5;2009
industry;T3946000;6;2009
industry;T3946100;7;2009
industry;T3946200;8;2009
job_satisfaction;T4178700;1;2009
job_satisfaction;T4178800;2;2009
job_satisfaction;T4178900;3;2009
job_satisfaction;T4179000;4;2009
job_satisfaction;T4179100;5;2009
job_satisfaction;T4179200;6;2009
job_satisfaction;T4179300;7;2009
job_satisfaction;T4179400;8;2009
job_satisfaction;T4179500;9;2009
stop_month;T4764501;1;2009
stop_year;T4764502;1;2009
stop_month;T4764601;2;2009
stop_year;T4764602;2;2009
stop_month;T4764701;3;2009
stop_year;T4764702;3;2009
stop_month;T4764801;4;2009
stop_year;T4764802;4;2009
stop_month;T4764901;5;2009
stop_year;T4764902;5;2009
stop_month;T4765001;6;2009
stop_year;T4765002;6;2009
stop_month;T4765101;7;2009
stop_year;T4765102;7;2009
stop_month;T4765201;8;2009
stop_year;T4765202;8;2009
stop_month;T4765301;9;2009
stop_year;T4765302;9;2009
start_month;T4782201;1;2009
start_year;T4782202;1;2009
start_month;T4782301;2;2009
start_year;T4782302;2;2009
start_month;T4782401;3;2009
start_year;T4782402;3;2009
start_month;T4782501;4;2009
start_year;T4782502;4;2009
start_month;T4782601;5;2009
start_year;T4782602;5;2009
start_month;T4782701;6;2009
start_year;T4782702;6;2009
start_month;T4782801;7;2009
start_year;T4782802;7;2009
start_month;T4782901;8;2009
start_year;T4782902;8;2009
start_month;T4783001;9;2009
start_year;T4783002;9;2009
employer_id;T4814600;1;2009
employer_id;T4814700;2;2009
employer_id;T4814800;3;2009
employer_id;T4814900;4;2009
employer_id;T4815000;5;2009
employer_id;T4815100;6;2009
employer_id;T4815200;7;2009
employer_id;T4815300;8;2009
employer_id;T4815400;9;2009
age;T5201400;;2010
hourly_pay;T5208500;1;2010
hourly_pay;T5208600;2;2010
hourly_pay;T5208700;3;2010
hourly_pay;T5208800;4;2010
hourly_pay;T5208900;5;2010
hourly_pay;T5209000;6;2010
hourly_pay;T5209100;7;2010
hourly_pay;T5209200;8;2010
hourly_pay;T5209300;9;2010
hours_worked;T5209400;1;2010
hours_worked;T5209500;2;2010
hours_worked;T5209600;3;2010
hours_worked;T5209700;4;2010
hours_worked;T5209800;5;2010
hours_worked;T5209900;6;2010
hours_worked;T5210000;7;2010
hours_worked;T5210100;8;2010
hours_worked;T5210200;9;2010
industry;T5583900;1;2010
industry;T5584000;2;2010
industry;T5584100;3;2010
industry;T5584200;4;2010
industry;T5584300;5;2010
industry;T5584400;6;2010
industry;T5584500;7;2010
industry;T5584600;8;2010
job_satisfaction;T5808400;1;2010
job_satisfaction;T5808500;2;2010
job_satisfaction;T5808600;3;2010
job_satisfaction;T5808700;4;2010
job_satisfaction;T5808800;5;2010
job_satisfaction;T5808900;6;2010
job_satisfaction;T5809000;7;2010
job_satisfaction;T5809100;8;2010
job_satisfaction;T5809200;9;2010
stop_month;T6405901;1;2010
stop_year;T6405902;1;2010
stop_month;T6406001;2;2010
stop_year;T6406002;2;2010
stop_month;T6406101;3;2010
stop_year;T6406102;3;2010
stop_month;T6406201;4;2010
stop_year;T6406202;4;2010
stop_month;T6406301;5;2010
stop_year;T6406302;5;2010
stop_month;T6406401;6;2010
stop_year;T6406402;6;2010
stop_month;T6406501;7;2010
stop_year;T6406502;7;2010
stop_month;T6406601;8;2010
stop_year;T6406602;8;2010
stop_month;T6406701;9;2010
stop_year;T6406702;9;2010
start_month;T6424701;1;2010
start_year;T6424702;1;2010
start_month;T6424801;2;2010
start_year;T6424802;2;2010
start_month;T6424901;3;2010
start_year;T6424902;3;2010
start_month;T6425001;4;2010
start_year;T6425002;4;2010
start_month;T6425101;5;2010
start_year;T6425102;5;2010
start_month;T6425201;6;2010
start_year;T6425202;6;2010
start_month;T6425301;7;2010
start_year;T6425302;7;2010
start_month;T6425401;8;2010
start_year;T6425402;8;2010
start_month;T6425501;9;2010
start_year;T6425502;9;2010
employer_id;T6460000;1;2010
employer_id;T6460100;2;2010
employer_id;T6460200;3;2010
employer_id;T6460300;4;2010
employer_id;T6460400;5;2010
employer_id;T6460500;6;2010
employer_id;T6460600;7;2010
employer_id;T6460700;8;2010
employer_id;T6460800;9;2010
age;T6651300;;2011
hourly_pay;T6658700;1;2011
hourly_pay;T6658800;2;2011
hourly_pay;T6658900;3;2011
hourly_pay;T6659000;4;2011
hourly_pay;T6659100;5;2011
hourly_pay;T6659200;6;2011
hourly_pay;T6659300;7;2011
hourly_pay;T6659400;8;2011
hourly_pay;T6659500;9;2011
hourly_pay;T6659600;10;2011
hourly_pay;T6659700;11;2011
hourly_pay;T6659800;12;2011
hourly_pay;T6659900;13;2011
hours_worked;T6660000;1;2011
hours_worked;T6660100;2;2011
hours_worked;T6660200;3;2011
hours_worked;T6660300;4;2011
hours_worked;T6660400;5;2011
hours_worked;T6660500;6;2011
hours_worked;T6660600;7;2011
hours_worked;T6660700;8;2011
hours_worked;T6660800;9;2011
hours_worked;T6660900;10;2011
hours_worked;T6661000;11;2011
hours_worked;T6661100;12;2011
hours_worked;T6661200;13;2011
industry;T6983800;1;2011
industry;T6983900;2;2011
industry;T6984000;3;2011
industry;T6984100;4;2011
industry;T6984200;5;2011
industry;T6984300;6;2011
industry;T6984400;7;2011
industry;T6984500;8;2011
industry;T6984600;9;2011
industry;T6984700;10;2011
industry;T6984800;11;2011
industry;T6984900;12;2011
job_satisfaction;T7242300;1;2011
job_satisfaction;T7242400;2;2011
job_satisfaction;T7242500;3;2011
job_satisfaction;T7242600;4;2011
job_satisfaction;T7242700;5;2011
job_satisfaction;T7242800;6;2011
job_satisfaction;T7242900;7;2011
job_satisfaction;T7243000;8;2011
job_satisfaction;T7243100;9;2011
job_satisfaction;T7243200;10;2011
job_satisfaction;T7243300;11;2011
job_satisfaction;T7243400;12;2011
job_satisfaction;T7243500;13;2011
stop_month;T7906601;1;2011
stop_year;T7906602;1;2011
stop_month;T7906701;2;2011
stop_year;T7906702;2;2011
stop_month;T7906801;3;2011
stop_year;T7906802;3;2011
stop_month;T7906901;4;2011
stop_year;T7906902;4;2011
stop_month;T7907001;5;2011
stop_year;T7907002;5;2011
stop_month;T7907101;6;2011
stop_year;T7907102;6;2011
stop_month;T7907201;7;2011
stop_year;T7907202;7;2011
stop_month;T7907301;8;2011
stop_year;T7907302;8;2011
stop_month;T7907401;9;2011
stop_year;T7907402;9;2011
stop_month;T7907501;10;2011
stop_year;T7907502;10;2011
stop_month;T7907601;11;2011
stop_year;T7907602;11;2011
stop_month;T7907701;12;2011
stop_year;T7907702;12;2011
stop_month;T7907801;13;2011
stop_year;T7907802;13;2011
start_month;T7925601;1;2011
start_year;T7925602;1;2011
start_month;T7925701;2;2011
start_year;T7925702;2;2011
start_month;T7925801;3;2011
start_year;T7925802;3;2011
start_month;T7925901;4;2011
start_year;T7925902;4;2011
start_month;T7926001;5;2011
start_year;T7926002;5;2011
start_month;T7926101;6;2011
start_year;T7926102;6;2011
start_month;T7926201;7;2011
start_year;T7926202;7;2011
start_month;T7926301;8;2011
start_year;T7926302;8;2011
start_month;T7926401;9;2011
start_year;T7926402;9;2011
start_month;T7926501;10;2011
start_year;T7926502;10;2011
start_month;T7926601;11;2011
start_year;T7926602;11;2011
start_month;T7926701;12;2011
start_year;T7926702;12;2011
start_month;T7926801;13;2011
start_year;T7926802;13;2011
employer_id;T7961200;1;2011
employer_id;T7961300;2;2011
employer_id;T7961400;3;2011
employer_id;T7961500;4;2011
employer_id;T7961600;5;2011
employer_id;T7961700;6;2011
employer_id;T7961800;7;2011
employer_id;T7961900;8;2011
employer_id;T7962000;9;2011
employer_id;T7962100;10;2011
employer_id;T7962200;11;2011
employer_id;T7962300;12;2011
employer_id;T7962400;13;2011
age;T8123600;;2013
hourly_pay;T8130800;1;2013
hourly_pay;T8130900;2;2013
hourly_pay;T8131000;3;2013
hourly_pay;T8131100;4;2013
hourly_pay;T8131200;5;2013
hourly_pay;T8131300;6;2013
hourly_pay;T8131400;7;2013
hourly_pay;T8131500;8;2013
hourly_pay;T8131600;9;2013
hourly_pay;T8131700;10;2013
hours_worked;T8131800;1;2013
hours_worked;T8131900;2;2013
hours_worked;T8132000;3;2013
hours_worked;T8132100;4;2013
hours_worked;T8132200;5;2013
hours_worked;T8132300;6;2013
hours_worked;T8132400;7;2013
hours_worked;T8132500;8;2013
hours_worked;T8132600;9;2013
hours_worked;T8132700;10;2013
industry;T8467200;1;2013
industry;T8467300;2;2013
industry;T8467400;3;2013
industry;T8467500;4;2013
industry;T8467600;5;2013
industry;T8467700;6;2013
industry;T8467800;7;2013
industry;T8467900;8;2013
industry;T8468000;9;2013
industry;T8468100;10;2013
job_satisfaction;T8735000;1;2013
job_satisfaction;T8735100;2;2013
job_satisfaction;T8735200;3;2013
job_satisfaction;T8735300;4;2013
job_satisfaction;T8735400;5;2013
job_satisfaction;T8735500;6;2013
job_satisfaction;T8735600;7;2013
job_satisfaction;T8735700;8;2013
job_satisfaction;T8735800;9;2013
stop_month;T9329001;1;2013
stop_year;T9329002;1;2013
stop_month;T9329101;2;2013
stop_year;T9329102;2;2013
stop_month;T9329201;3;2013
stop_year;T9329202;3;2013
stop_month;T9329301;4;2013
stop_year;T9329302;4;2013
stop_month;T9329401;5;2013
stop_year;T9329402;5;2013
stop_month;T9329501;6;2013
stop_year;T9329502;6;2013
stop_month;T9329601;7;2013
stop_year;T9329602;7;2013
stop_month;T9329701;8;2013
stop_year;T9329702;8;2013
stop_month;T9329801;9;2013
stop_year;T9329802;9;2013
stop_month;T9329901;10;2013
stop_year;T9329902;10;2013
start_month;T9330001;1;2013
start_year;T9330002;1;2013
start_month;T9330101;2;2013
start_year;T9330102;2;2013
start_month;T9330201;3;2013
start_year;T9330202;3;2013
start_month;T9330301;4;2013
start_year;T9330302;4;2013
start_month;T9330401;5;2013
start_year;T9330402;5;2013
start_month;T9330501;6;2013
start_year;T9330502;6;2013
start_month;T9330601;7;2013
start_year;T9330602;7;2013
start_month;T9330701;8;2013
start_year;T9330702;8;2013
start_month;T9330801;9;2013
start_year;T9330802;9;2013
start_month;T9330901;10;2013
start_year;T9330902;10;2013
employer_id;T9331000;1;2013
employer_id;T9331100;2;2013
employer_id;T9331200;3;2013
employer_id;T9331300;4;2013
employer_id;T9331400;5;2013
employer_id;T9331500;6;2013
employer_id;T9331600;7;2013
employer_id;T9331700;8;2013
employer_id;T9331800;9;2013
employer_id;T9331900;10;2013
age;U0001800;;2015
hourly_pay;U0010700;1;2015
hourly_pay;U0010800;2;2015
hourly_pay;U0010900;3;2015
hourly_pay;U0011000;4;2015
hourly_pay;U0011100;5;2015
hourly_pay;U0011200;6;2015
hourly_pay;U0011300;7;2015
hourly_pay;U0011400;8;2015
hourly_pay;U0011500;9;2015
hourly_pay;U0011600;10;2015
hourly_pay;U0011700;11;2015
hourly_pay;U0011800;12;2015
hours_worked;U0011900;1;2015
hours_worked;U0012000;2;2015
hours_worked;U0012100;3;2015
hours_worked;U0012200;4;2015
hours_worked;U0012300;5;2015
hours_worked;U0012400;6;2015
hours_worked;U0012500;7;2015
hours_worked;U0012600;8;2015
hours_worked;U0012700;9;2015
hours_worked;U0012800;10;2015
hours_worked;U0012900;11;2015
hours_worked;U0013000;12;2015
industry;U0351800;1;2015
industry;U0351900;2;2015
industry;U0352000;3;2015
industry;U0352100;4;2015
industry;U0352200;5;2015
industry;U0352300;6;2015
industry;U0352400;7;2015
industry;U0352500;8;2015
industry;U0352600;9;2015
industry;U0352700;10;2015
industry;U0352800;11;2015
industry;U0352900;12;2015
job_satisfaction;U0654900;1;2015
job_satisfaction;U0655000;2;2015
job_satisfaction;U0655100;3;2015
job_satisfaction;U0655200;4;2015
job_satisfaction;U0655300;5;2015
job_satisfaction;U0655400;6;2015
job_satisfaction;U0655500;7;2015
job_satisfaction;U0655600;8;2015
job_satisfaction;U0655700;9;2015
job_satisfaction;U0655800;10;2015
job_satisfaction;U0655900;11;2015
stop_month;U1342301;1;2015
stop_year;U1342302;1;2015
stop_month;U1342401;2;2015
stop_year;U1342402;2;2015
stop_month;U1342501;3;2015
stop_year;U1342502;3;2015
stop_month;U1342601;4;2015
stop_year;U1342602;4;2015
stop_month;U1342701;5;2015
stop_year;U1342702;5;2015
stop_month;U1342801;6;2015
stop_year;U1342802;6;2015
stop_month;U1342901;7;2015
stop_year;U1342902;7;2015
stop_month;U1343001;8;2015
stop_year;U1343002;8;2015
stop_month;U1343101;9;2015
stop_year;U1343102;9;2015
stop_month;U1343201;10;2015
stop_year;U1343202;10;2015
stop_month;U1343301;11;2015
stop_year;U1343302;11;2015
stop_month;U1343401;12;2015
stop_year;U1343402;12;2015
start_month;U1343501;1;2015
start_year;U1343502;1;2015
start_month;U1343601;2;2015
start_year;U1343602;2;2015
start_month;U1343701;3;2015
start_year;U1343702;3;2015
start_month;U1343801;4;2015
start_year;U1343802;4;2015
start_month;U1343901;5;2015
start_year;U1343902;5;2015
start_month;U1344001;6;2015
start_year;U1344002;6;2015
start_month;U1344101;7;2015
start_year;U1344102;7;2015
start_month;U1344201;8;2015
start_year;U1344202;8;2015
start_month;U1344301;9;2015
start_year;U1344302;9;2015
start_month;U1344401;10;2015
start_year;U1344402;10;2015
start_month;U1344501;11;2015
start_year;U1344502;11;2015
start_month;U1344601;12;2015
start_year;U1344602;12;2015
employer_id;U1344700;1;2015
employer_id;U1344800;2;2015
employer_id;U1344900;3;2015
employer_id;U1345000;4;2015
employer_id;U1345100;5;2015
employer_id;U1345200;6;2015
employer_id;U1345300;7;2015
employer_id;U1345400;8;2015
employer_id;U1345500;9;2015
employer_id;U1345600;10;2015
employer_id;U1345700;11;2015
employer_id;U1345800;12;2015
age;U1838500;;2017
hourly_pay;U1847600;1;2017
hourly_pay;U1847700;2;2017
hourly_pay;U1847800;3;2017
hourly_pay;U1847900;4;2017
hourly_pay;U1848000;5;2017
hourly_pay;U1848100;6;2017
hourly_pay;U1848200;7;2017
hourly_pay;U1848300;8;2017
hourly_pay;U1848400;9;2017
hourly_pay;U1848500;10;2017
hourly_pay;U1848600;11;2017
hourly_pay;U1848700;12;2017
hourly_pay;U1848800;13;2017
hourly_pay;U1848900;14;2017
hourly_pay;U1849000;15;2017
hours_worked;U1849100;1;2017
hours_worked;U1849200;2;2017
hours_worked;U1849300;3;2017
hours_worked;U1849400;4;2017
hours_worked;U1849500;5;2017
hours_worked;U1849600;6;2017
hours_worked;U1849700;7;2017
hours_worked;U1849800;8;2017
hours_worked;U1849900;9;2017
hours_worked;U1850000;10;2017
hours_worked;U1850100;11;2017
hours_worked;U1850200;12;2017
hours_worked;U1850300;13;2017
hours_worked;U1850400;14;2017
hours_worked;U1850500;15;2017
industry;U2274300;1;2017
industry;U2274400;2;2017
industry;U2274500;3;2017
industry;U2274600;4;2017
industry;U2274700;5;2017
industry;U2274800;6;2017
industry;U2274900;7;2017
industry;U2275000;8;2017
industry;U2275100;9;2017
industry;U2275200;10;2017
industry;U2275300;11;2017
industry;U2275400;12;2017
industry;U2275500;13;2017
industry;U2275600;14;2017
job_satisfaction;U2593500;1;2017
job_satisfaction;U2593600;2;2017
job_satisfaction;U2593700;3;2017
job_satisfaction;U2593800;4;2017
job_satisfaction;U2593900;5;2017
job_satisfaction;U2594000;6;2017
job_satisfaction;U2594100;7;2017
job_satisfaction;U2594200;8;2017
job_satisfaction;U2594300;9;2017
job_satisfaction;U2594400;10;2017
job_satisfaction;U2594500;12;2017
job_satisfaction;U2594600;13;2017
job_satisfaction;U2594700;14;2017
job_satisfaction;U2594800;15;2017
stop_month;U3082201;1;2017
stop_year;U3082202;1;2017
stop_month;U3082301;2;2017
stop_year;U3082302;2;2017
stop_month;U3082401;3;2017
stop_year;U3082402;3;2017
stop_month;U3082501;4;2017
stop_year;U3082502;4;2017
stop_month;U3082601;5;2017
stop_year;U3082602;5;2017
stop_month;U3082701;6;2017
stop_year;U3082702;6;2017
stop_month;U3082801;7;2017
stop_year;U3082802;7;2017
stop_month;U3082901;8;2017
stop_year;U3082902;8;2017
stop_month;U3083001;9;2017
stop_year;U3083002;9;2017
stop_month;U3083101;10;2017
stop_year;U3083102;10;2017
stop_month;U3083201;11;2017
stop_year;U3083202;11;2017
stop_month;U3083301;12;2017
stop_year;U3083302;12;2017
stop_month;U3083401;13;2017
stop_year;U3083402;13;2017
stop_month;U3083501;14;2017
stop_year;U3083502;14;2017
stop_month;U3083601;15;2017
stop_year;U3083602;15;2017
start_month;U3083701;1;2017
start_year;U3083702;1;2017
start_month;U3083801;2;2017
start_year;U3083802;2;2017
start_month;U3083901;3;2017
start_year;U3083902;3;2017
start_month;U3084001;4;2017
start_year;U3084002;4;2017
start_month;U3084101;5;2017
start_year;U3084102;5;2017
start_month;U3084201;6;2017
start_year;U3084202;6;2017
start_month;U3084301;7;2017
start_year;U3084302;7;2017
start_month;U3084401;8;2017
start_year;U3084402;8;2017
start_month;U3084501;9;2017
start_year;U3084502;9;2017
start_month;U3084601;10;2017
start_year;U3084602;10;2017
start_month;U3084701;11;2017
start_year;U3084702;11;2017
start_month;U3084801;12;2017
start_year;U3084802;12;2017
start_month;U3084901;13;2017
start_year;U3084902;13;2017
start_month;U3085001;14;2017
start_year;U3085002;14;2017
start_month;U3085101;15;2017
start_year;U3085102;15;2017
employer_id;U3085200;1;2017
employer_id;U3085300;2;2017
employer_id;U3085400;3;2017
employer_id;U3085500;4;2017
employer_id;U3085600;5;2017
employer_id;U3085700;6;2017
employer_id;U3085800;7;2017
employer_id;U3085900;8;2017
employer_id;U3086000;9;2017
employer_id;U3086100;10;2017
employer_id;U3086200;11;2017
employer_id;U3086300;12;2017
employer_id;U3086400;13;2017
employer_id;U3086500;14;2017
employer_id;U3086600;15;2017
