"","id","job_number","year","highest_grade","family_income","tenure","hours_worked","hourly_pay","employer_id","union","job_satisfaction","cohort","avg_age_job_year","male","white","religious","urban","pay_tenure","pay_age"
"1365","1804 _79",1,2014,17,0.546571823977892,-1.00961538461539,0,0,20040100,0,10,1979,-0.495192307692307,0,1,1,1,-35.3365384615385,-17.3317307692307
"1366","1804 _79",1,2016,17,0.551614227560686,1.00961538461539,0,0,20040100,0,7,1979,0.495192307692314,0,1,1,1,35.3365384615385,17.3317307692309
"1367","1806 _79",1,1994,12,0.662227734896765,-5.92307692307692,0,0,19920100,1,1,1979,-8.53846153846154,1,1,0,1,-236.923076923077,-341.538461538462
"1368","1806 _79",1,2016,12,1.45993086919195,5.92307692307692,0,0,20160100,1,1,1979,8.53846153846154,1,1,0,1,236.923076923077,341.538461538462
"1369","1808 _79",1,1998,16,1.00586587804856,-8.26682692307692,-5.75,-5.75,19980100,0,7,1979,-3.86658653846154,0,1,1,1,-401.209935897436,-414.395032051282
"1370","1808 _79",1,2000,16,1.14021568744662,-6.05528846153846,-5.75,-5.75,19980100,1,7,1979,-2.97235576923077,0,1,1,1,-312.748397435897,-378.625801282051
"1371","1808 _79",1,2002,16,1.27456549684468,-3.97836538461539,-5.75,-5.75,19980100,1,7,1979,-2.01081730769231,0,1,1,1,-229.671474358974,-340.164262820513
"1372","1808 _79",1,2004,16,1.3782872204278,-2.01682692307692,4.25,4.25,19980100,1,7,1979,-0.99158653846154,0,1,1,1,-82.363782051282,126.181891025641
"1373","1808 _79",1,2008,16,1.36006675412101,1.77163461538461,4.25,4.25,19980100,1,7,1979,1.11418269230769,0,1,1,0,107.059294871795,231.470352564103
"1374","1808 _79",1,2010,15,1.18943486395249,3.57932692307692,3.58333333333334,3.58333333333334,19980100,1,7,1979,1.21033653846154,0,1,1,1,189.123397435897,206.438301282051
"1375","1808 _79",1,2012,15,1.23428520018639,6.21394230769231,2.91666666666666,2.91666666666666,19980100,1,7,1979,2.89302884615385,0,1,1,1,309.020833333333,258.489583333333
"1376","1808 _79",1,2014,14,1.38649989588311,8.75240384615384,2.25,2.25,19980100,1,7,1979,4.62379807692307,0,1,1,1,420.790064102564,310.604967948718
"1377","1812 _79",1,2008,10,-0.482441559159097,0,0,0,20080100,1,10,1979,0,1,0,1,1,0,0
"1378","1814 _79",1,1994,13,0.0584945044909375,-4.76923076923077,5.5,5.5,19920100,0,7,1979,-2.36538461538462,0,0,1,1,-144.038461538461,66.5192307692307
"1379","1814 _79",1,1996,12,0.206420624543284,-3,-4.5,-4.5,19920100,0,7,1979,-1.25,0,0,1,1,-171.730769230769,-189.634615384615
"1380","1814 _79",1,1998,12,0.0211135365412751,-1.05769230769231,3.5,3.5,19920100,0,7,1979,-0.221153846153847,0,0,1,0,14.423076923077,109.288461538462
"1381","1814 _79",1,2008,12,0.0717908132006908,8.82692307692308,-4.5,-4.5,19920100,1,7,1979,3.83653846153846,0,0,1,1,301.346153846154,13.8269230769231
"1382","1815 _79",1,1994,12,0.498440006872828,-11.3384615384615,0,0,19910100,0,1,1979,-5.63076923076923,0,0,1,1,-453.538461538461,-225.230769230769
"1383","1815 _79",1,1996,12,0.434479536757207,-9.47307692307692,0,0,19910100,0,4,1979,-4.56346153846154,0,0,1,1,-378.923076923077,-182.538461538461
"1384","1815 _79",1,1998,12,0.498126087693974,-7.58846153846154,0,0,19910100,0,7,1979,-3.50576923076923,0,0,1,1,-303.538461538462,-140.230769230769
"1385","1815 _79",1,2000,13,-0.0874568554988748,-5.08846153846154,0,0,19910100,0,7,1979,-2.75576923076923,0,0,1,1,-203.538461538462,-110.230769230769
"1386","1815 _79",1,2004,12,0.0936177069443325,-1.3576923076923,0,0,19910100,0,7,1979,-0.621153846153849,0,0,1,1,-54.3076923076922,-24.8461538461538
"1387","1815 _79",1,2008,13,0.0773586772810031,2.23846153846154,0,0,19910100,0,7,1979,1.58076923076923,0,0,1,1,89.5384615384614,63.2307692307693
"1388","1815 _79",1,2010,12,0.467305697318977,4.06538461538462,0,0,19910100,0,7,1979,1.66730769230769,0,0,1,1,162.615384615385,66.6923076923078
"1389","1815 _79",1,2012,12,0.622188504223788,7.56538461538462,0,0,19910100,0,7,1979,3.91730769230769,0,0,1,1,302.615384615385,156.692307692308
"1390","1815 _79",1,2014,12,0.122818784262961,9.10384615384616,0,0,19910100,0,7,1979,4.14807692307692,0,0,1,1,364.153846153846,165.923076923077
"1391","1815 _79",1,2016,12,0.295187598457936,11.8730769230769,0,0,19910100,0,7,1979,5.76346153846153,0,0,1,1,474.923076923077,230.538461538461
"1392","1824 _79",1,2014,11,-1.41245566933665,-0.971153846153846,-4,-4,20140100,0,10,1979,-0.514423076923073,0,0,1,1,-52.4615384615385,-249.769230769231
"1393","1824 _79",1,2016,11,-0.372629594860852,0.971153846153846,4,4,20140100,0,10,1979,0.514423076923073,0,0,1,1,52.4615384615385,249.76923076923
"1394","1825 _79",1,2000,9,-0.380409586921424,-1.39102564102564,-8.66666666666666,-8.66666666666666,20000100,1,7,1979,-1.30448717948718,0,0,1,1,-91.974358974359,-431.346153846154
"1395","1825 _79",1,2002,9,0.739211144520169,0.455128205128205,-0.666666666666664,-0.666666666666664,20000100,1,10,1979,-0.227564102564102,0,0,1,1,13.8717948717949,-48.2692307692309
"1396","1825 _79",1,2004,9,0.41808425215466,0.935897435897436,9.33333333333334,9.33333333333334,20000100,0,10,1979,1.53205128205128,0,0,1,1,78.1025641025641,479.615384615384
"1397","1826 _79",1,1994,12,1.66748775089848,-6.31043956043956,0,0,19810100,1,7,1979,-3.13049450549451,0,1,1,1,-252.417582417582,-125.21978021978
"1398","1826 _79",1,1996,12,1.08669271810095,-4.38736263736264,0,0,19810100,1,7,1979,-2.09203296703297,0,1,1,1,-175.494505494505,-83.6813186813188
"1399","1826 _79",1,1998,12,1.16001565805024,-2.54120879120879,0,0,19810100,1,7,1979,-1.01510989010989,0,1,1,1,-101.648351648352,-40.6043956043957
"1400","1826 _79",1,2000,12,1.0624358831042,-0.175824175824175,0,0,19810100,1,10,1979,-0.197802197802201,0,1,1,1,-7.03296703296701,-7.91208791208805
"1401","1826 _79",1,2002,12,1.15009952359868,1.9010989010989,0,0,19810100,1,10,1979,0.763736263736263,0,1,1,1,76.043956043956,30.5494505494505
"1402","1826 _79",1,2004,12,1.61599000483154,3.53571428571428,0,0,19810100,1,7,1979,1.94642857142857,0,1,1,1,141.428571428571,77.8571428571429
"1403","1826 _79",1,2008,12,1.14333929572557,7.97802197802198,0,0,19810100,1,10,1979,3.72527472527473,0,1,1,1,319.120879120879,149.010989010989
"1404","1838 _79",1,2004,12,-0.303642656576505,-6.81410256410256,0,0,20020100,1,7,1979,-3.59294871794872,0,0,1,0,-272.564102564103,-143.717948717949
"1405","1838 _79",1,2008,12,-0.310595707664335,-2.92948717948718,0,0,20020100,1,7,1979,-1.53525641025641,0,0,1,1,-117.179487179487,-61.4102564102564
"1406","1838 _79",1,2010,12,-0.537636849660622,-1.02564102564103,0,0,20020100,1,10,1979,-0.487179487179489,0,0,1,1,-41.025641025641,-19.4871794871797
"1407","1838 _79",1,2012,14,-0.516207463413965,1.66666666666667,0,0,20020100,1,7,1979,0.166666666666671,0,0,1,1,66.6666666666666,6.66666666666674
"1408","1838 _79",3,2014,12,-0.644702847841204,3.43589743589744,0,0,20020100,1,4,1979,2.28205128205128,0,0,1,1,137.435897435897,91.2820512820513
"1409","1838 _79",3,2016,12,-0.323840621138558,5.66666666666667,0,0,20020100,1,7,1979,3.16666666666667,0,0,1,1,226.666666666667,126.666666666667
"1410","1841 _79",2,1990,19,0.178050179399824,-2.55769230769231,-3,-3,19840100,0,10,1979,-1.52115384615384,0,1,1,1,-161.653846153846,-160.173076923077
"1411","1841 _79",2,1991,20,0.35393945099961,-1.61538461538462,-13,-13,19840100,1,10,1979,-0.992307692307691,0,1,1,1,-190.115384615385,-395.942307692308
"1412","1841 _79",2,1993,20,0.47776339317509,0.403846153846153,17,17,19840100,0,10,1979,-0.00192307692307736,0,1,1,1,177.961538461538,460.019230769231
"1413","1841 _79",1,1994,20,0.352729836839952,1.40384615384615,2,2,19840100,0,7,1979,0.498076923076923,0,1,1,1,89.3076923076923,79.3461538461538
"1414","1841 _79",3,1996,20,0.234948314114972,2.36538461538461,-3,-3,19840100,0,1,1979,2.01730769230769,0,1,1,1,84.5,16.75
"1415","1847 _79",1,1994,14,0.329642101248004,0.16294185266788,-0.454545454545453,-0.454545454545453,19880100,1,7,1979,-3.86188811188811,0,0,1,1,-0.0907175016764086,-170.262237762238
"1416","1847 _79",1,1996,14,-0.258656490494946,2.12448031420634,-0.454545454545453,-0.454545454545453,19880100,1,7,1979,-2.84265734265734,0,0,1,1,78.370820959862,-129.493006993007
"1417","1847 _79",1,1998,14,-0.258522660503445,3.87448031420634,-0.454545454545453,-0.454545454545453,19880100,1,7,1979,-2.71765734265734,0,0,1,1,148.370820959862,-124.493006993007
"1418","1847 _79",1,2000,14,-0.100701831627072,6.14371108343711,-0.454545454545453,-0.454545454545453,19880100,1,10,1979,-0.85227272727272,0,0,1,1,239.140051729093,-49.8776223776222
"1419","1847 _79",1,2002,14,0.103185096710069,7.97063416036019,4.54545454545455,4.54545454545455,19880100,0,7,1979,0.234265734265733,0,0,1,1,384.909282498324,167.237762237762
"1420","1847 _79",1,2004,14,0.42288715760257,-6.18321199348597,-0.454545454545453,-0.454545454545453,19880100,0,7,1979,10.2631118881119,0,0,1,1,-253.93687134783,394.737762237762
"1421","1847 _79",1,2008,14,0.453634840431659,-3.99090430117827,-0.454545454545453,-0.454545454545453,19880100,0,10,1979,-0.794580419580413,0,0,1,1,-166.244563655523,-47.5699300699298
"1422","1847 _79",1,2010,14,0.479001611579932,-5.40070409043012,-0.454545454545453,-0.454545454545453,19880100,0,10,1979,1.43618881118881,0,0,1,1,-222.636555225596,41.6608391608393
"1423","1847 _79",1,2012,14,0.475903186091601,4.98986492959096,-0.454545454545453,-0.454545454545453,19880100,0,7,1979,1.59965034965035,0,0,1,1,192.986205575247,48.1993006993007
"1424","1847 _79",1,2014,14,1.40800600951343,-6.3157725835808,-0.454545454545453,-0.454545454545453,19880100,0,7,1979,-1.94842657342657,0,0,1,1,-259.239294951624,-93.7237762237764
"1425","1847 _79",1,2016,14,0.611304131550334,-3.37551968579366,-0.454545454545453,-0.454545454545453,19880100,0,7,1979,-0.515734265734267,0,0,1,1,-141.629179040138,-36.4160839160841
"1426","1849 _79",1,1998,12,-0.785862097794682,-3.53846153846154,0,0,19980100,1,10,1979,-2.23076923076923,0,1,1,0,-141.538461538462,-89.2307692307693
"1427","1849 _79",1,2002,12,-0.453620645038368,0.730769230769231,0,0,19980100,1,7,1979,0.634615384615387,0,1,1,1,29.2307692307692,25.3846153846152
"1428","1849 _79",1,2004,12,0.551822537129297,2.80769230769231,0,0,19980100,1,7,1979,1.59615384615385,0,1,1,1,112.307692307692,63.8461538461538
"1429","1854 _79",1,1994,16,-0.177889941835844,-10.9755244755245,0,0,19900100,0,10,1979,-5.78496503496503,1,1,1,1,-439.020979020979,-231.398601398601
"1430","1854 _79",1,1996,16,-0.170291264219363,-9.03321678321678,0,0,19900100,1,7,1979,-4.75611888111888,1,1,1,1,-361.328671328671,-190.244755244755
"1431","1854 _79",1,1998,16,0.0626039161122609,-7.16783216783217,0,0,19900100,1,10,1979,-3.68881118881119,1,1,1,1,-286.713286713287,-147.552447552448
"1432","1854 _79",1,2000,16,0.729293789825777,-4.78321678321678,0,0,19900100,1,10,1979,-2.88111888111888,1,1,1,1,-191.328671328671,-115.244755244755
"1433","1854 _79",1,2002,17,1.02362103754011,-3.16783216783217,0,0,19900100,1,10,1979,-1.68881118881119,1,1,1,1,-126.713286713287,-67.5524475524476
"1434","1854 _79",1,2004,17,0.867464490163584,-1.12937062937063,0,0,19900100,0,10,1979,0.29195804195804,1,1,1,1,-45.1748251748252,11.6783216783215
"1435","1854 _79",1,2008,18,1.08875303681519,2.77447552447552,0,0,19900100,1,10,1979,1.34003496503497,1,1,1,1,110.979020979021,53.6013986013986
"1436","1854 _79",1,2010,18,0.980477165942196,4.75524475524475,0,0,19900100,0,10,1979,2.34965034965035,1,1,1,1,190.20979020979,93.9860139860141
"1437","1854 _79",1,2012,18,0.997897758789588,7.44755244755245,0,0,19900100,1,10,1979,4.0034965034965,1,1,1,1,297.902097902098,160.13986013986
"1438","1854 _79",1,2014,18,0.978893353790852,9.65909090909091,0,0,19900100,0,10,1979,4.89772727272727,1,1,1,1,386.363636363636,195.909090909091
"1439","1854 _79",1,2016,18,1.08013535577648,11.6206293706294,0,0,19900100,0,10,1979,5.91695804195804,1,1,1,1,464.825174825175,236.678321678321
"1440","1862 _79",2,1994,12,-0.00422006635379901,0.144230769230769,-1,-1,19940200,0,10,1979,-7.07211538461539,0,1,1,0,4.22115384615385,-296.110576923077
"1441","1862 _79",1,2008,12,0.681666145986627,-0.144230769230769,1,1,20080100,0,10,1979,7.07211538461538,0,1,1,1,-4.22115384615385,296.110576923077
"1442","1876 _79",1,1994,13,-0.0874568554988748,-3.01923076923077,5,5,19940100,1,7,1979,-3.82371794871794,0,1,1,0,-119.583333333333,35.625
"1443","1876 _79",1,1996,14,0.537746326392098,-1.05769230769231,0,0,19940100,0,7,1979,-2.80448717948718,0,1,1,0,-41.6025641025641,-103.365384615385
"1444","1876 _79",1,1998,15,0.366791554490085,0.884615384615385,0,0,19940100,0,7,1979,-1.77564102564102,0,1,1,1,36.0897435897436,-62.2115384615386
"1445","1876 _79",2,2000,15,0.656973751164371,2.15384615384615,0,0,19940100,0,7,1979,0.589743589743591,0,1,1,1,86.8589743589744,32.403846153846
"1446","1876 _79",2,2002,15,0.665472464108552,3.21153846153846,0,0,19940100,0,7,1979,1.06089743589744,0,1,1,1,129.166666666667,51.2499999999998
"1447","1876 _79",1,2004,15,0.673971177052733,-2.17307692307692,-5,-5,20040100,0,10,1979,6.75320512820513,0,1,1,1,-90.9294871794872,46.2980769230769
"1448","1885 _79",1,2014,16,0.702015008597106,-1,0,0,20140100,1,7,1979,-0.5,0,1,1,1,-38,-19
"1449","1885 _79",1,2016,16,0.734264761363107,1,0,0,20140100,1,7,1979,0.5,0,1,1,1,38,19
"1450","1890 _79",1,2000,11,-0.546978220231249,-2.05769230769231,0,0,20000100,0,7,1979,-0.637820512820511,1,1,1,1,-82.3076923076923,-25.5128205128203
"1451","1890 _79",1,2002,11,-0.367642177724822,0.365384615384615,0,0,20000100,0,7,1979,0.150641025641022,1,1,1,1,14.6153846153846,6.02564102564088
"1452","1890 _79",1,2004,11,-0.23113333112124,1.69230769230769,0,0,20000100,0,7,1979,0.487179487179489,1,1,1,1,67.6923076923077,19.4871794871797
"1453","1895 _79",1,1994,14,0.316960856791409,-10.7185314685315,-3.09090909090909,-3.09090909090909,19820100,1,7,1979,-5.18618881118881,1,1,1,0,-631.207459207459,-373.850815850816
"1454","1895 _79",1,1996,14,0.401519424653962,-9.12237762237762,0.909090909090907,0.909090909090907,19820100,1,7,1979,-4.98426573426573,1,1,1,0,-492.861305361305,-249.023892773893
"1455","1895 _79",1,1998,14,0.345514412697735,-6.98776223776224,-3.09090909090909,-3.09090909090909,19820100,1,1,1979,-3.05157342657343,1,1,1,1,-444.668997668998,-267.120046620047
"1456","1895 _79",1,2000,14,0.527720147260396,-5.00699300699301,-3.09090909090909,-3.09090909090909,19820100,1,7,1979,-2.04195804195804,1,1,1,1,-345.630536130536,-216.639277389277
"1457","1895 _79",1,2002,14,0.567128029339651,-3.12237762237762,-3.09090909090909,-3.09090909090909,19820100,1,7,1979,-1.98426573426573,1,1,1,1,-251.399766899767,-213.754662004662
"1458","1895 _79",1,2004,14,0.604260382671574,-1.16083916083916,-3.09090909090909,-3.09090909090909,19820100,1,7,1979,0.0349650349650403,1,1,1,1,-153.322843822844,-112.793123543123
"1459","1895 _79",1,2008,14,0.668902216158195,2.81993006993007,-3.09090909090909,-3.09090909090909,19820100,1,7,1979,1.04458041958042,1,1,1,1,45.7156177156178,-62.3123543123543
"1460","1895 _79",1,2010,14,0.653539319433023,4.72377622377622,0.242424242424242,0.242424242424242,19820100,1,10,1979,2.09265734265735,1,1,1,1,235.843822843823,109.29020979021
"1461","1895 _79",1,2012,14,0.725250777646503,7.39685314685315,3.57575757575757,3.57575757575757,19820100,1,10,1979,3.75611888111888,1,1,1,1,482.254079254079,322.751748251748
"1462","1895 _79",1,2014,14,0.809003503351059,9.70454545454545,6.90909090909091,6.90909090909091,19820100,1,10,1979,4.60227272727273,1,1,1,1,724.561771561772,498.264568764569
"1463","1895 _79",1,2016,14,0.758755581426355,11.4737762237762,6.90909090909091,6.90909090909091,19820100,1,7,1979,5.71765734265735,1,1,1,1,830.715617715618,565.187645687646
"1464","1911 _79",1,1994,12,0.157051466721605,-10.8024475524476,0,0,19920100,1,10,1979,-5.78059440559441,1,1,1,0,-432.097902097902,-231.223776223776
"1465","1911 _79",1,1996,12,0.138347013731451,-9.07167832167832,0,0,19920100,1,10,1979,-4.64597902097902,1,1,1,0,-362.867132867133,-185.839160839161
"1466","1911 _79",1,1998,12,0.213028748811917,-7.12937062937063,0,0,19920100,1,10,1979,-3.61713286713287,1,1,1,0,-285.174825174825,-144.685314685315
"1467","1911 _79",1,2000,12,0.300302633714765,-4.97552447552447,0,0,19920100,1,10,1979,-2.69405594405595,1,1,1,0,-199.020979020979,-107.762237762238
"1468","1911 _79",1,2002,12,0.375218195759754,-3.09090909090909,0,0,19920100,1,10,1979,-1.63636363636363,1,1,1,0,-123.636363636364,-65.4545454545453
"1469","1911 _79",1,2004,12,0.502824559417956,-1.11013986013986,0,0,19920100,1,10,1979,0.373251748251747,1,1,1,0,-44.4055944055944,14.93006993007
"1470","1911 _79",1,2008,12,0.687260177408673,2.75524475524475,0,0,19920100,0,10,1979,1.44055944055944,1,1,1,0,110.20979020979,57.6223776223776
"1471","1911 _79",1,2010,12,0.703537393704815,4.67832167832168,0,0,19920100,1,10,1979,2.47902097902098,1,1,1,0,187.132867132867,99.1608391608393
"1472","1911 _79",1,2012,12,0.801884249742923,7.42832167832168,0,0,19920100,1,10,1979,3.10402097902098,1,1,1,0,297.132867132867,124.160839160839
"1473","1911 _79",1,2014,12,0.815188827847695,9.65909090909091,0,0,19920100,0,10,1979,4.98863636363637,1,1,1,0,386.363636363636,199.545454545455
"1474","1911 _79",1,2016,12,0.844377563991213,11.6590909090909,0,0,19920100,1,10,1979,5.98863636363637,1,1,1,0,466.363636363636,239.545454545455
"1475","1914 _79",2,1992,18,0.334136581926826,-11.8814102564103,-0.833333333333336,-0.833333333333336,19920200,0,10,1979,-5.80929487179488,1,1,1,0,-499.57264957265,-272.297008547009
"1476","1914 _79",1,1994,18,0.272116086271227,-9.88141025641026,-0.833333333333336,-0.833333333333336,19920200,0,10,1979,-4.80929487179488,1,1,1,1,-419.57264957265,-232.297008547009
"1477","1914 _79",1,1996,20,0.313065070182791,-7.90064102564103,-0.833333333333336,-0.833333333333336,19920200,0,7,1979,-3.79967948717949,1,1,1,1,-340.34188034188,-191.912393162393
"1478","1914 _79",1,1998,18,0.349092190505948,-6.01602564102564,-0.833333333333336,-0.833333333333336,19920200,0,1,1979,-2.74198717948718,1,1,1,1,-264.957264957265,-149.604700854701
"1479","1914 _79",1,2000,20,0.525584176718048,-3.82371794871795,-0.833333333333336,-0.833333333333336,19920200,0,7,1979,-1.83814102564102,1,1,1,1,-177.264957264957,-113.450854700855
"1480","1914 _79",1,2002,19,0.606901973943883,-1.9198717948718,-5.83333333333334,-5.83333333333334,19920200,0,7,1979,-0.790064102564102,1,1,1,1,-155.438034188034,-269.364316239316
"1481","1914 _79",1,2004,19,0.595706629616799,0.0416666666666661,-0.833333333333336,-0.833333333333336,19920200,0,7,1979,0.229166666666664,1,1,1,1,-22.6495726495726,-30.7585470085471
"1482","1914 _79",1,2008,20,0.557154353126707,3.84935897435897,-0.833333333333336,-0.833333333333336,19920200,0,10,1979,2.32532051282051,1,1,1,1,129.65811965812,53.0876068376069
"1483","1914 _79",1,2010,19,0.645696212516945,5.73397435897436,0.833333333333329,0.833333333333329,19920200,0,10,1979,2.38301282051282,1,1,1,1,235.90811965812,126.629273504273
"1484","1914 _79",1,2012,20,0.642177455013615,8.5224358974359,2.5,2.5,19920200,0,7,1979,3.98878205128205,1,1,1,1,387.606837606838,267.446581196581
"1485","1914 _79",1,2014,20,0.648905648842874,10.7724358974359,4.16666666666666,4.16666666666666,19920200,0,7,1979,4.86378205128205,1,1,1,1,524.369658119658,380.731837606838
"1486","1914 _79",1,2016,20,0.640771922425511,12.5032051282051,4.16666666666666,4.16666666666666,19920200,0,10,1979,5.99839743589743,1,1,1,1,602.254273504274,431.78952991453
"1487","1916 _79",1,1994,95,0.552863434575929,-6.28846153846154,0,0,19900100,1,10,1979,-3.14148351648352,1,1,1,1,-251.538461538462,-125.659340659341
"1488","1916 _79",1,1996,19,0.486181667416338,-4.42307692307692,0,0,19900100,1,10,1979,-2.07417582417582,1,1,1,1,-176.923076923077,-82.9670329670328
"1489","1916 _79",1,1998,19,0.419499900256746,-2.36538461538462,0,0,19900100,1,10,1979,-1.10302197802198,1,1,1,1,-94.6153846153846,-44.120879120879
"1490","1916 _79",1,2000,19,0.693787401570466,0.0192307692307683,0,0,19900100,1,10,1979,-0.295329670329672,1,1,1,1,0.769230769230774,-11.8131868131868
"1491","1916 _79",1,2002,19,1.04391117892384,1.94230769230769,0,0,19900100,1,10,1979,0.743131868131869,1,1,1,1,77.6923076923077,29.7252747252749
"1492","1916 _79",1,2004,19,1.22907871350019,3.63461538461538,0,0,19900100,1,10,1979,1.89697802197802,1,1,1,1,145.384615384615,75.879120879121
"1493","1916 _79",1,2008,20,1.18771596530315,7.48076923076923,0,0,19900100,1,10,1979,3.97390109890109,1,1,1,1,299.230769230769,158.956043956044
"1494","1917 _79",1,1994,12,-0.211790784004593,-9.70192307692308,0,0,19930100,0,7,1979,-4.74903846153846,1,1,1,0,-388.076923076923,-189.961538461538
"1495","1917 _79",1,1996,12,-0.0808995778065746,-7.99038461538462,0,0,19930100,0,7,1979,-3.60480769230769,1,1,1,0,-319.615384615385,-144.192307692308
"1496","1917 _79",1,1998,12,0.0250471229419738,-6.10576923076923,0,0,19930100,0,7,1979,-2.54711538461539,1,1,1,0,-244.230769230769,-101.884615384615
"1497","1917 _79",1,2000,12,0.644395081976386,-3.89423076923077,0,0,19930100,0,7,1979,-1.65288461538461,1,1,1,0,-155.769230769231,-66.1153846153845
"1498","1917 _79",1,2002,12,0.703758997206826,-2.16346153846154,0,0,19930100,0,7,1979,-1.51826923076923,1,1,1,1,-86.5384615384616,-60.7307692307691
"1499","1917 _79",1,2004,12,0.763122912437264,0.413461538461538,0,0,19930100,0,7,1979,0.193269230769232,1,1,1,0,16.5384615384615,7.73076923076928
"1500","1917 _79",1,2008,12,0.822486827667705,4.10576923076923,0,0,19930100,0,7,1979,2.34711538461539,1,1,1,1,164.230769230769,93.8846153846155
"1501","1917 _79",1,2010,12,0.884463163784853,5.79807692307692,0,0,19930100,0,7,1979,2.50096153846154,1,1,1,1,231.923076923077,100.038461538462
"1502","1917 _79",1,2012,12,0.791284966611174,8.68269230769231,0,0,19930100,0,7,1979,4.05865384615385,1,1,1,0,347.307692307692,162.346153846154
"1503","1917 _79",1,2014,12,0.78470604704013,10.8557692307692,0,0,19930100,0,7,1979,4.97211538461539,1,1,1,0,434.230769230769,198.884615384615
"1504","1934 _79",1,1994,12,0.178943422507768,1.61923076923077,-2.2,-2.2,19870100,1,10,1979,-3.40961538461539,0,1,1,0,42.9692307692307,-191.284615384615
"1505","1934 _79",1,1996,12,0.279162650010898,3.25384615384615,-2.2,-2.2,19870100,1,10,1979,-3.22692307692308,0,1,1,0,100.180769230769,-184.890384615385
"1506","1934 _79",1,1998,12,0.658958893422065,-5.61153846153846,0.799999999999997,0.799999999999997,19980100,0,10,1979,3.20576923076923,0,1,1,1,-206.588461538462,143.494230769231
"1507","1934 _79",2,1998,12,0.597754936213294,4.25384615384615,2.8,2.8,19870100,0,7,1979,-1.72692307692308,0,1,1,1,190.373076923077,15.0134615384616
"1508","1934 _79",1,2000,12,0.294895251783991,-3.51538461538462,0.799999999999997,0.799999999999997,19980100,0,10,1979,5.1576923076923,0,1,1,1,-126.934615384615,217.667307692308
"1509","1935 _79",1,2002,16,0.535210743165424,-0.913461538461538,1,1,20020100,0,7,1979,-1.04326923076923,0,1,1,1,-31.2019230769231,7.10096153846143
"1510","1935 _79",1,2004,16,0.651243127768554,0.913461538461539,-1,-1,20020100,0,7,1979,1.04326923076923,0,1,1,1,31.2019230769231,-7.10096153846143
"1511","1951 _79",2,1991,17,0.647510629397294,0,0,0,19870200,1,10,1979,0,0,1,1,1,0,0
"1512","1953 _79",1,2000,16,0.592435825259402,-0.971153846153846,0,0,20000100,0,10,1979,-0.514423076923073,0,1,1,1,-38.8461538461539,-20.5769230769231
"1513","1953 _79",1,2002,16,1.45872326515912,0.971153846153846,0,0,20000100,0,10,1979,0.51442307692308,0,1,1,1,38.8461538461539,20.5769230769231
"1514","1958 _79",3,1996,14,0.462247107099971,-0.807692307692308,0,0,19960300,0,7,1979,0.403846153846153,1,1,1,1,-32.3076923076923,16.1538461538462
"1515","1958 _79",4,1996,14,0.462247107099971,0.807692307692308,0,0,19920100,0,7,1979,-0.403846153846153,1,1,1,1,32.3076923076923,-16.1538461538462
"1516","1960 _79",1,1994,12,0.875479103963348,0.0424657534246575,0,0,19860100,0,7,1979,-9.27884615384615,0,1,1,0,1.6986301369863,-371.153846153846
"1517","1960 _79",4,1996,12,0.471334225570393,-0.0424657534246576,0,0,19860100,0,7,1979,9.27884615384615,0,1,1,1,-1.6986301369863,371.153846153846
"1518","1964 _79",1,1994,12,0.327430959729886,-3.34615384615385,3.8,3.8,19880100,1,10,1979,-2.32692307692307,1,1,1,0,-111.8,32.9000000000001
"1519","1964 _79",1,1996,12,-0.115786173832527,-1.75,5.8,5.8,19880100,1,7,1979,-1.125,1,1,1,0,-20.473076923077,159.236538461538
"1520","1964 _79",1,1998,12,-0.242262499365699,0.173076923076923,-3.2,-3.2,19880100,1,7,1979,-0.0865384615384599,1,1,1,1,-16.9346153846154,-113.532692307692
"1521","1964 _79",1,2000,12,-0.357741351816061,2.25,-3.2,-3.2,19880100,1,7,1979,0.875,1,1,1,0,66.1423076923077,-75.0711538461539
"1522","1964 _79",2,2002,12,-1.06076448359103,2.67307692307692,-3.2,-3.2,19880100,1,4,1979,2.66346153846154,1,1,1,1,83.0653846153846,-3.53269230769229
"1523","1972 _79",1,1994,16,-0.0825816325522073,-10.770979020979,0,0,19900100,0,1,1979,-5.06905594405595,0,0,1,1,-430.839160839161,-202.762237762238
"1524","1972 _79",1,1996,16,-0.123806260134387,-9.02097902097902,0,0,19900100,0,4,1979,-4.94405594405595,0,0,1,1,-360.839160839161,-197.762237762238
"1525","1972 _79",1,1998,14,-0.0653353496637674,-7.02097902097902,0,0,19900100,0,10,1979,-3.94405594405595,0,0,1,0,-280.839160839161,-157.762237762238
"1526","1972 _79",1,2000,14,0.0818831775049595,-5.00174825174825,0,0,19900100,0,4,1979,-2.95367132867133,0,0,1,1,-200.06993006993,-118.146853146853
"1527","1972 _79",1,2002,15,0.102352123351242,-2.88636363636364,0,0,19900100,0,7,1979,-1.01136363636364,0,0,1,1,-115.454545454545,-40.4545454545455
"1528","1972 _79",1,2004,15,0.192673418946274,-0.944055944055945,0,0,19900100,0,4,1979,0.0174825174825131,0,0,1,1,-37.7622377622378,0.699300699300693
"1529","1972 _79",1,2008,14,0.14615407970847,2.67132867132867,0,0,19900100,0,10,1979,1.20979020979021,0,0,1,1,106.853146853147,48.3916083916083
